-1.143459,-2.622068,-2.324470,-2.241204,-2.475164,-2.107152,-2.100981,-1.890276,-1.901963,-2.140790,-2.218772,-2.257011,-2.188694,-2.192766,-2.156222,-2.424340,-3.098412,-3.417304,-2.802965,-2.232860,-2.767486,-3.172375,-2.921524,-2.800996,-2.548607,-2.220535,-1.887906,-1.432214,-1.157880,-1.013283,-0.968642,-0.962738,-0.920112,-0.960130,-1.018391,-1.024501,-0.991138,-0.814527,-0.596605,-0.484682,-0.297633,-0.095226,-0.011132,0.017826,-0.004455,-0.011013,0.028307,0.103927,0.228000,0.411000,0.521074,0.490052,0.471240,0.456730,0.470434,0.555982,0.621121,0.711202,0.917593,1.053060,1.012899,1.014876,1.034620,1.021406,0.925263,0.746112,0.739816,0.928586,1.287273,1.479974,1.382845,1.360893,1.265791,1.147921,1.160436,1.205021,1.348346,1.469543,1.489434,1.412241,1.236015,1.143859,1.145297,1.085016,1.032174,1.041151,1.004065,0.974400,1.018809,1.047051,0.986245,0.833371,0.702037,0.672925,0.667439,0.663871,0.590128,0.368303,0.051847,-0.235583,-0.397042,-0.671805,-1.029262,-1.330345,-1.687857,-1.809026,-1.659102,-1.370913,-0.850647,-0.437489,-0.336712,-0.327721,-0.349595,-0.415987,-0.457468,-0.450686,-0.446719,-0.394439,-0.253842,-0.176650,-0.183156,-0.250682,-0.363775,-0.372649,-0.351472,-0.298965,-0.124864,0.001110
0.032722,-0.003542,-0.069389,-0.106971,-0.148388,-0.162520,-0.151762,-0.111267,-0.001591,0.079945,0.105566,0.126531,0.134741,0.198445,0.275607,0.295060,0.339673,0.358064,0.298728,0.197736,0.123837,0.125700,0.118511,0.091159,0.075234,0.041174,-0.032888,-0.071818,-0.064414,-0.147144,-0.284611,-0.359388,-0.390788,-0.429628,-0.458168,-0.450352,-0.447812,-0.453536,-0.394958,-0.175892,0.159837,0.446249,0.647830,0.724758,0.716200,0.723921,0.726831,0.775186,0.882660,0.934943,0.795898,0.499312,0.225604,-0.024946,-0.283402,-0.386621,-0.324376,-0.241954,-0.085456,0.077950,0.126543,0.143527,0.209839,0.389776,0.516693,0.495719,0.449686,0.323576,0.220185,0.184193,0.090967,0.055971,0.053951,0.020586,0.019643,0.029685,0.041049,0.028836,0.010982,0.006017,-0.014656,-0.021743,-0.026119,-0.041198,-0.041115,-0.043240,-0.045060,-0.043461,-0.059377,-0.072481,-0.019501,0.106841,0.207209,0.228663,0.196571,0.138826,0.078884,0.007959,-0.063727,-0.103841,-0.146634,-0.233314,-0.345623,-0.418502,-0.440890,-0.456887,-0.441905,-0.363186,-0.195158,0.012361,0.136150,0.158979,0.091838,-0.061077,-0.227047,-0.407205,-0.643883,-0.858248,-0.952621,-0.943299,-0.840952,-0.582458,-0.382022,-0.321194,-0.203819,-0.122734,-0.071928,-0.040342
-0.277436,-0.241914,-0.224990,-0.232960,-0.227856,-0.185340,-0.117738,-0.099303,-0.107411,-0.094004,-0.095377,-0.079117,-0.053774,-0.071293,-0.086893,-0.081568,-0.077587,-0.066843,-0.052910,-0.036386,-0.034494,-0.064586,-0.119885,-0.211061,-0.253704,-0.257449,-0.298707,-0.315694,-0.333037,-0.351531,-0.338768,-0.267909,-0.159828,-0.136555,-0.110229,-0.069825,-0.087308,-0.140941,-0.258053,-0.334664,-0.390321,-0.473781,-0.503402,-0.533502,-0.563751,-0.564416,-0.566589,-0.551779,-0.518221,-0.464420,-0.395998,-0.318071,-0.215413,-0.099461,-0.004958,0.038264,0.049202,0.042043,0.035614,0.042203,0.043256,0.032239,0.017644,-0.002317,-0.042722,-0.091027,-0.162348,-0.216177,-0.220814,-0.261286,-0.294186,-0.276933,-0.239807,-0.155343,-0.100779,-0.068269,-0.011895,-0.001378,0.023794,0.057118,0.050066,0.038240,-0.008625,-0.055048,-0.061018,-0.063684,-0.066870,-0.065358,-0.074464,-0.085954,-0.083070,-0.108748,-0.153862,-0.155028,-0.125944,-0.075737,-0.042991,-0.033652,0.033101,0.122507,0.151963,0.116901,0.041092,-0.061403,-0.118603,-0.126747,-0.159497,-0.180416,-0.193234,-0.171920,-0.091424,-0.018731,0.015063,-0.006162,-0.031652,-0.122945,-0.306595,-0.405902,-0.430605,-0.451971,-0.557411,-0.687634,-0.585793,-0.391631,-0.236193,-0.157057,-0.216461,-0.296519
-0.367645,-0.366488,-0.332144,-0.325146,-0.291597,-0.229435,-0.164869,-0.157717,-0.204142,-0.333670,-0.506218,-0.580712,-0.577475,-0.519739,-0.371216,-0.206811,-0.076763,0.026962,0.100816,0.128510,0.112354,0.097544,0.057145,-0.024227,-0.122712,-0.246287,-0.348328,-0.369370,-0.307732,-0.175650,-0.032523,0.031619,0.028137,0.003640,-0.060556,-0.106968,-0.092833,-0.094131,-0.109114,-0.115456,-0.115671,-0.093506,-0.074965,-0.079936,-0.077445,-0.047923,-0.017925,-0.006462,0.003033,0.035733,0.099441,0.170092,0.269437,0.398662,0.439503,0.420477,0.420144,0.405222,0.365063,0.251350,0.120363,0.053296,-0.005220,-0.056853,-0.097437,-0.154985,-0.226784,-0.306703,-0.354903,-0.380440,-0.424868,-0.450325,-0.470520,-0.492980,-0.468852,-0.411288,-0.338779,-0.306829,-0.343035,-0.410665,-0.483567,-0.512043,-0.542635,-0.580933,-0.559285,-0.549503,-0.559029,-0.522300,-0.468187,-0.441634,-0.397519,-0.347825,-0.361053,-0.340902,-0.280992,-0.271035,-0.301827,-0.379790,-0.456187,-0.481691,-0.510369,-0.541498,-0.540369,-0.489643,-0.397485,-0.323012,-0.259196,-0.236274,-0.286178,-0.360968,-0.408816,-0.432295,-0.492758,-0.525021,-0.530037,-0.601206,-0.685521,-0.723761,-0.751494,-0.789863,-0.802561,-0.762999,-0.703945,-0.688039,-0.671176,-0.592479,-0.489189,-0.423027
-0.672039,-0.689540,-0.687573,-0.669079,-0.635927,-0.585940,-0.543151,-0.511749,-0.487044,-0.460295,-0.432518,-0.419988,-0.411725,-0.434910,-0.462386,-0.431544,-0.390665,-0.371222,-0.357978,-0.359721,-0.352786,-0.334964,-0.328502,-0.324771,-0.325324,-0.342610,-0.392465,-0.440034,-0.443936,-0.440064,-0.452628,-0.462645,-0.459864,-0.460883,-0.473068,-0.511459,-0.548375,-0.535013,-0.521872,-0.508907,-0.437258,-0.348472,-0.332824,-0.379744,-0.412480,-0.415483,-0.420962,-0.417804,-0.405158,-0.424225,-0.455712,-0.477398,-0.485978,-0.487546,-0.498346,-0.525038,-0.577228,-0.607343,-0.583034,-0.569130,-0.573089,-0.561200,-0.559290,-0.562184,-0.542383,-0.478727,-0.412149,-0.396858,-0.379855,-0.365039,-0.393081,-0.451549,-0.514946,-0.529890,-0.500947,-0.474174,-0.470497,-0.477773,-0.496518,-0.533525,-0.550059,-0.544145,-0.527832,-0.482406,-0.448837,-0.460249,-0.450742,-0.414551,-0.402456,-0.425970,-0.459534,-0.461400,-0.465891,-0.521311,-0.596045,-0.617553,-0.604732,-0.614269,-0.631800,-0.644446,-0.634501,-0.588816,-0.549148,-0.554621,-0.558976,-0.560070,-0.575691,-0.553696,-0.520982,-0.515379,-0.507279,-0.494137,-0.531086,-0.596592,-0.613380,-0.622583,-0.648848,-0.652956,-0.638189,-0.605269,-0.562464,-0.521679,-0.500071,-0.540316,-0.583957,-0.575201,-0.574910,-0.558547
-0.500504,-0.455739,-0.441184,-0.464592,-0.485930,-0.476467,-0.476205,-0.500551,-0.532323,-0.548217,-0.588557,-0.655864,-0.671823,-0.618295,-0.547954,-0.537566,-0.566717,-0.590736,-0.611384,-0.617463,-0.591165,-0.559692,-0.565625,-0.556705,-0.543980,-0.589553,-0.654733,-0.672819,-0.647336,-0.612011,-0.573661,-0.552409,-0.524511,-0.484779,-0.477614,-0.508335,-0.537386,-0.522608,-0.511986,-0.526897,-0.533482,-0.558898,-0.584131,-0.556749,-0.529963,-0.538363,-0.536824,-0.541306,-0.564426,-0.600098,-0.643864,-0.652432,-0.630936,-0.554404,-0.451896,-0.437037,-0.415973,-0.369088,-0.396392,-0.474087,-0.559705,-0.562335,-0.566162,-0.608136,-0.589637,-0.588146,-0.570311,-0.519149,-0.497331,-0.463732,-0.441707,-0.466392,-0.511593,-0.558314,-0.603645,-0.675184,-0.733658,-0.728018,-0.715750,-0.694687,-0.647570,-0.595535,-0.554276,-0.553048,-0.556995,-0.552563,-0.534860,-0.488588,-0.462398,-0.453456,-0.445391,-0.458742,-0.496849,-0.565763,-0.616084,-0.613261,-0.637862,-0.675010,-0.661780,-0.654495,-0.624830,-0.566113,-0.554550,-0.523358,-0.464373,-0.427378,-0.392282,-0.408826,-0.462172,-0.505770,-0.536861,-0.558667,-0.582276,-0.584775,-0.583815,-0.580080,-0.576892,-0.556683,-0.522848,-0.508842,-0.485594,-0.487666,-0.514102,-0.552820,-0.596264,-0.604909,-0.620498,-0.638537
-0.657320,-0.607800,-0.543890,-0.508130,-0.482089,-0.439134,-0.402606,-0.403197,-0.421845,-0.459486,-0.516154,-0.562183,-0.616899,-0.640963,-0.625471,-0.616578,-0.601345,-0.592053,-0.582254,-0.561661,-0.528988,-0.479427,-0.459463,-0.461026,-0.462735,-0.476006,-0.480510,-0.499699,-0.551848,-0.589866,-0.599034,-0.599404,-0.606231,-0.647244,-0.687846,-0.676643,-0.637708,-0.575020,-0.541997,-0.548481,-0.528080,-0.482193,-0.441710,-0.495082,-0.574221,-0.573580,-0.579483,-0.613140,-0.642733,-0.655802,-0.649943,-0.651225,-0.648702,-0.604883,-0.559191,-0.562590,-0.547622,-0.526301,-0.536114,-0.536903,-0.554596,-0.572588,-0.582769,-0.621027,-0.641438,-0.601087,-0.523256,-0.460664,-0.446864,-0.471818,-0.513920,-0.549259,-0.558560,-0.549986,-0.545485,-0.546262,-0.545676,-0.558550,-0.571316,-0.535052,-0.496339,-0.529697,-0.562063,-0.558573,-0.561722,-0.553479,-0.532723,-0.519111,-0.538026,-0.563788,-0.559477,-0.559208,-0.570195,-0.603402,-0.652682,-0.692644,-0.740092,-0.758496,-0.713133,-0.655886,-0.638799,-0.628546,-0.583434,-0.553918,-0.583025,-0.632392,-0.677308,-0.699652,-0.643136,-0.536817,-0.492134,-0.505625,-0.530127,-0.594294,-0.634777,-0.629395,-0.658401,-0.716186,-0.754231,-0.747510,-0.765532,-0.798605,-0.730579,-0.646734,-0.642059,-0.605028,-0.558174,-0.586944
-0.602936,-0.600252,-0.589420,-0.556110,-0.538492,-0.524400,-0.536264,-0.585960,-0.622354,-0.624997,-0.626278,-0.632274,-0.645117,-0.664412,-0.651627,-0.636676,-0.642189,-0.647715,-0.651337,-0.670931,-0.684838,-0.667389,-0.633017,-0.592877,-0.586170,-0.577151,-0.548142,-0.533327,-0.537823,-0.574864,-0.601220,-0.594047,-0.590133,-0.589264,-0.578828,-0.580395,-0.588489,-0.616557,-0.653189,-0.624184,-0.580459,-0.542263,-0.484827,-0.466715,-0.449415,-0.413244,-0.392179,-0.371185,-0.356577,-0.392932,-0.451056,-0.458545,-0.480255,-0.547318,-0.626543,-0.718148,-0.769631,-0.773374,-0.731010,-0.645964,-0.604724,-0.593499,-0.570982,-0.518496,-0.408029,-0.303929,-0.221082,-0.149678,-0.113443,-0.096296,-0.075545,-0.069158,-0.096834,-0.151308,-0.204642,-0.233068,-0.284361,-0.343907,-0.387511,-0.463341,-0.531934,-0.606225,-0.672054,-0.664157,-0.673113,-0.650147,-0.559970,-0.504416,-0.445531,-0.374058,-0.260074,-0.152267,-0.168595,-0.177238,-0.151026,-0.117077,-0.059297,-0.066833,-0.116021,-0.201548,-0.258003,-0.256575,-0.306052,-0.347178,-0.346673,-0.351385,-0.306080,-0.219294,-0.169604,-0.137694,-0.128968,-0.163623,-0.203821,-0.215775,-0.223008,-0.245102,-0.223240,-0.168562,-0.118630,-0.097523,-0.096997,-0.080325,-0.082886,-0.091983,-0.110950,-0.160099,-0.180886,-0.194303
-0.184755,-0.179048,-0.197411,-0.235783,-0.285196,-0.298551,-0.279223,-0.267446,-0.261613,-0.265960,-0.298071,-0.319678,-0.354743,-0.393831,-0.371152,-0.361020,-0.399754,-0.430380,-0.425094,-0.421032,-0.423592,-0.390442,-0.340465,-0.312555,-0.314334,-0.291113,-0.248145,-0.205340,-0.136661,-0.119014,-0.141188,-0.169602,-0.223368,-0.241998,-0.248655,-0.260910,-0.276574,-0.298038,-0.301234,-0.307733,-0.296715,-0.260344,-0.226951,-0.193873,-0.155086,-0.109089,-0.075018,-0.075115,-0.085551,-0.106202,-0.127551,-0.120113,-0.124075,-0.134864,-0.133020,-0.141942,-0.161105,-0.172487,-0.147773,-0.122583,-0.139490,-0.161435,-0.210592,-0.287560,-0.318721,-0.349030,-0.470440,-0.611837,-0.633938,-0.567290,-0.509882,-0.475767,-0.409216,-0.295844,-0.194768,-0.126866,-0.098397,-0.119408,-0.171420,-0.248036,-0.335143,-0.385080,-0.406683,-0.434702,-0.448742,-0.396058,-0.275366,-0.182237,-0.143846,-0.099230,-0.078759,-0.094816,-0.113640,-0.191894,-0.350140,-0.509648,-0.604731,-0.651971,-0.686514,-0.692723,-0.675611,-0.620396,-0.530437,-0.462978,-0.373221,-0.272932,-0.204259,-0.130870,-0.111554,-0.150797,-0.202666,-0.275714,-0.312650,-0.291302,-0.273488,-0.227481,-0.123240,-0.035878,0.044275,0.114885,0.120174,0.085428,0.000102,-0.140285,-0.270569,-0.392761,-0.475981,-0.464742
-0.453084,-0.445605,-0.393839,-0.336948,-0.275295,-0.218410,-0.167723,-0.150300,-0.189323,-0.255167,-0.289511,-0.255136,-0.200905,-0.174307,-0.186684,-0.237431,-0.310857,-0.333908,-0.308740,-0.304685,-0.303763,-0.300789,-0.269680,-0.177016,-0.084314,-0.026155,0.050130,0.106848,0.068851,0.002150,-0.095030,-0.236091,-0.292190,-0.229155,-0.175073,-0.159786,-0.115424,-0.054458,0.022899,0.058862,0.049325,0.069155,0.077860,0.064068,0.023308,-0.027576,-0.058831,-0.097774,-0.125781,-0.154946,-0.215135,-0.316488,-0.400696,-0.397860,-0.382606,-0.378639,-0.380070,-0.390977,-0.318118,-0.202537,-0.168043,-0.146619,-0.122911,-0.147594,-0.161013,-0.161130,-0.158025,-0.150839,-0.132909,-0.077424,-0.048516,-0.071160,-0.106500,-0.181943,-0.276133,-0.360954,-0.439616,-0.458863,-0.418997,-0.344371,-0.266662,-0.248095,-0.260258,-0.291460,-0.331810,-0.323427,-0.372918,-0.444858,-0.408302,-0.385310,-0.376482,-0.292755,-0.191007,-0.106353,-0.003147,0.049910,0.041830,0.055668,0.049237,0.015705,-0.032469,-0.061851,-0.073573,-0.118603,-0.147806,-0.162632,-0.198825,-0.258732,-0.320398,-0.336256,-0.339252,-0.305336,-0.202211,-0.110093,-0.053008,-0.042167,-0.049745,-0.049798,-0.066451,-0.080246,-0.104096,-0.133556,-0.140415,-0.138410,-0.119622,-0.056113,0.004696,0.004634
