28970313688379,-0.056199603,0.3286455,-0.453262,Upstairs
28970333953906,-0.71959925,0.16615535,-0.17837265,Upstairs
28970353029138,-1.0384709,-0.12339478,-0.05497787,Upstairs
28970372714779,-1.097114,-0.23335053,-0.065973446,Upstairs
28970392369899,-0.9285152,-0.37140608,-0.15027285,Upstairs
28970411994498,-0.41783184,-0.29077184,-0.1563815,Upstairs
28970431619097,-0.19547687,-0.18325958,-0.11484267,Upstairs
28970451213177,-0.26511553,0.052534413,-0.081855945,Upstairs
28970471173502,-0.36651915,0.095294975,-0.087964594,Upstairs
28970490706540,-0.38973203,0.02687807,-0.16126843,Upstairs
28970510178538,-0.27488935,-0.087964594,-0.1685988,Upstairs
28970529833657,-0.27977628,-0.14905111,-0.11362094,Upstairs
28970549458256,-0.2565634,-0.105068825,-0.09162979,Upstairs
28970569082855,-0.28710666,0.08552113,-0.028099801,Upstairs
28970588707455,-0.40439278,0.16249016,0.040317107,Upstairs
28970608332054,-0.49113566,0.04886922,0.06719518,Upstairs
28970628017694,-0.4166101,-0.035430185,0.105068825,Upstairs
28970647916976,-0.22724187,-0.065973446,0.09896017,Upstairs
28970667297412,0.25289822,-0.052534413,0.1001819,Upstairs
28970686983053,-0.02443461,0.073303826,0.19425514,Upstairs
28970706607653,-0.41783184,-0.17959438,0.12339478,Upstairs
28970726171214,-0.5326745,-0.35918877,0.03176499,Upstairs
28970745948415,-0.6096435,-0.46914452,-0.17715092,Upstairs
28970765511973,-0.376293,-0.22724187,-0.26511553,Upstairs
28970785136572,0.16493362,0.080634214,-0.20158553,Upstairs
28970804822212,0.4642576,0.2443461,-0.1600467,Upstairs
28970824385771,0.41905355,0.2602286,-0.15515977,Upstairs
28970845170144,0.21624629,0.12339478,-0.27000242,Upstairs
28970865771395,-0.059864793,-0.057421334,-0.47036624,Upstairs
28970883259568,-0.39095375,-0.12950343,-0.54244834,Upstairs
28970904929032,-0.46914452,-0.18570304,-0.5375614,Upstairs
28970923760102,-0.5155703,-0.40683624,-0.45814893,Upstairs
28970942163886,-0.6939429,-0.53878313,-0.30665436,Upstairs
28970962459934,-0.61086524,-0.38606682,-0.23335053,Upstairs
28970983732633,-0.28588495,-0.019547688,-0.13194689,Upstairs
28971001587051,-0.17592919,0.16249016,-0.059864793,Upstairs
28971022218824,-0.05009095,0.31520647,0.015882496,Upstairs
28971042728514,-0.0842994,0.26267207,0.04520403,Upstairs
28971061345941,-0.15027285,0.19058995,0.08307768,Upstairs
28971080329612,-0.10262536,0.10629055,0.09407325,Upstairs
28971099404844,-0.05497787,-0.062308256,0.16615535,Upstairs
28971121562635,-0.059864793,-0.15882497,0.27366763,Upstairs
28971140363184,-0.012217305,-0.13194689,0.29565877,Upstairs
28971158248123,0.089186326,-0.081855945,0.28710666,Upstairs
28971177781163,0.1160644,-0.10262536,0.2724459,Upstairs
28971197558365,0.118507855,-0.14172074,0.16982053,Upstairs
28971217976493,0.13072516,-0.21502456,0.035430185,Upstairs
28971240042722,0.16982053,-0.29565877,-0.11362094,Upstairs
28971256340601,0.13805555,-0.31764993,-0.1600467,Upstairs
28971276789250,0.07941248,-0.36651915,-0.23823744,Upstairs
28971297573624,0.2724459,-0.2846632,-0.23335053,Upstairs
28971315794286,0.59498274,-0.19425514,-0.15393804,Upstairs
28971334869518,0.5448918,-0.19547687,-0.062308256,Upstairs
28971356935747,0.3494149,-0.2761111,-0.09040806,Upstairs
28971376133061,-0.2003638,-0.6414085,-0.31031954,Upstairs
28971393834877,-1.0372492,-0.9981538,-0.62796944,Upstairs
28971415656943,-1.6224581,-0.657291,-0.86742866,Upstairs
28971434335410,-1.4294246,-0.3885103,-0.9370673,Upstairs
28971452739195,-0.46181414,0.12950343,-0.8014552,Upstairs
28971473645650,-0.007330383,0.19914207,-0.30787608,Upstairs
28971493178688,-0.039095376,-0.3921755,0.06352998,Upstairs
28971511735075,0.09285152,-1.0714576,0.043982297,Upstairs
28971531725918,0.172264,-1.210735,-0.10873401,Upstairs
28971551564161,0.119729586,-0.8979719,-0.48258355,Upstairs
28971570730957,-0.11484267,-0.18203785,-0.64873886,Upstairs
28971592186778,0.10995574,0.40317106,-0.5497787,Upstairs
28971609888594,0.30176744,0.5204572,-0.42760566,Upstairs
28971631069732,0.5143485,0.5693264,-0.14660765,Upstairs
28971652556074,0.59498274,0.15882497,0.14049901,Upstairs
28971668945513,0.6291912,-0.20280726,0.096516706,Upstairs
28971690676018,0.60231316,-0.17592919,-0.119729586,Upstairs
28971708072630,0.63407815,-0.10751228,-0.2003638,Upstairs
28971727636189,0.57543504,0.061086524,-0.22357668,Upstairs
28971747291309,0.5180137,-0.1001819,-0.22602014,Upstairs
28971766854869,0.66950834,-0.35918877,-0.23945917,Upstairs
28971786479468,0.77946407,-0.3921755,-0.23090707,Upstairs
28971806073547,0.6646214,-0.17470746,-0.17470746,Upstairs
28971825789707,0.33841935,0.10873401,-0.14294247,Upstairs
28971845353265,0.22602014,0.09040806,-0.17592919,Upstairs
28971865038905,0.22968534,0.04886922,-0.18203785,Upstairs
28971884632984,0.22724187,-0.0061086523,-0.12950343,Upstairs
28971904318625,0.13316862,0.09285152,-0.02321288,Upstairs
28971923943224,-0.032986723,0.36163223,0.111177474,Upstairs
28971943598344,-0.31642818,0.43127087,0.18692477,Upstairs
28971963253463,-0.5180137,0.35308012,0.21991149,Upstairs
28971982939104,-0.77946407,0.17470746,0.31764993,Upstairs
28972002533183,-0.5522222,0.36651915,0.5412266,Upstairs
28972022371425,-0.13316862,0.7049385,0.86009824,Upstairs
28972041873942,-0.019547688,0.7965683,1.0091494,Upstairs
28972061529062,0.015882496,0.5766568,1.1264355,Upstairs
28972081489387,-0.16982053,0.039095376,1.0543534,Upstairs
28972100747742,-0.4166101,-0.37751472,0.8979719,Upstairs
28972120433382,-0.22602014,-0.5681047,0.7049385,Upstairs
28972140057981,-0.017104227,-0.33353242,0.64751714,Upstairs
28972159652060,0.10995574,0.12461651,0.6010914,Upstairs
28972179276659,0.062308256,0.36651915,0.5534439,Upstairs
28972198901258,0.11484267,0.50335294,0.38728857,Upstairs
28972218525859,0.18570304,0.49357912,0.2919936,Upstairs
28972238272540,0.27000242,0.43860126,0.16737708,Upstairs
28972257897139,0.1441642,0.2687807,0.12583824,Upstairs
28972277582779,0.27366763,0.02443461,0.1685988,Upstairs
28972297115817,0.37995818,-0.10995574,0.25289822,Upstairs
28972316770936,0.3359759,-0.13194689,0.2687807,Upstairs
28972336456576,0.19058995,-0.15393804,0.1881465,Upstairs
28972356050655,0.073303826,-0.16126843,0.010995574,Upstairs
28972375827858,0.042760566,-0.12583824,-0.10262536,Upstairs
28972395452457,0.039095376,-0.07696902,-0.11484267,Upstairs
28972415168618,-0.15149458,0.040317107,-0.080634214,Upstairs
28972434915298,-0.19425514,0.1600467,-0.11362094,Upstairs
28972456340599,-0.20158553,0.09407325,-0.118507855,Upstairs
28972473828773,-0.3408628,-0.2406809,-0.09162979,Upstairs
28972495223553,-0.3408628,-0.36285394,-0.037873644,Upstairs
28972514237745,-0.46181414,-0.63285637,-0.009773844,Upstairs
28972532763611,-0.8417723,-0.86254174,-0.1563815,Upstairs
28972553364864,-0.86254174,-0.61941737,-0.36285394,Upstairs
28972573111544,-0.7293731,-0.33353242,-0.43004912,Upstairs
28972591851053,-0.3640757,0.25167647,-0.50335294,Upstairs
28972612116580,-0.19181168,0.43127087,-0.54000485,Upstairs
28972634365931,-0.31887165,0.08307768,-0.5021312,Upstairs
28972650785891,-0.3726278,-0.38728857,-0.35918877,Upstairs
28972671539744,-0.26633725,-0.54367006,-0.2919936,Upstairs
28972691652670,0.021991149,-0.51923543,-0.17715092,Upstairs
28972709537609,0.23335053,-0.21135938,-0.16493362,Upstairs
28972730871349,0.344528,0.09285152,-0.16737708,Upstairs
28972750099183,0.46303585,0.112399206,-0.18936823,Upstairs
28972768441927,0.6133087,-0.12950343,-0.2846632,Upstairs
28972789775667,0.7367035,-0.49968776,-0.31520647,Upstairs
28972809797031,0.9309586,-0.56688297,-0.2968805,Upstairs
28972827620928,0.8527679,-0.25411993,-0.32375857,Upstairs
28972848679986,0.7122689,-0.047647487,-0.35918877,Upstairs
28972866625965,0.43493605,0.24923302,-0.42638394,Upstairs
28972889302601,0.21868975,0.24190263,-0.45937067,Upstairs
28972907004418,-0.065973446,-0.058643065,-0.42394048,Upstairs
28972925530284,-0.16493362,-0.23457226,-0.3885103,Upstairs
28972947718595,-0.09285152,-0.47403142,-0.28955013,Upstairs
28972967221112,0.19181168,-0.50823987,-0.23335053,Upstairs
28972984404082,0.3848451,0.035430185,-0.29443705,Upstairs
28973006104066,0.27000242,0.88697636,-0.28099802,Upstairs
28973024690973,0.16615535,1.1410962,-0.24801129,Upstairs
28973043338920,-0.24312437,1.1068878,-0.14538592,Upstairs
28973062963520,-0.6059783,0.3494149,-0.04886922,Upstairs
28973083351129,-0.43249258,-0.29932398,0.12461651,Upstairs
28973103982900,-0.28588495,-0.35430184,0.2932153,Upstairs
28973121867838,-0.19058995,-0.042760566,0.7147123,Upstairs
28973141980763,-0.21868975,0.16737708,0.9089675,Upstairs
28973161147558,-0.29932398,-0.13927728,0.82711154,Upstairs
28973180680597,-0.3921755,-0.40439278,0.61086524,Upstairs
28973202990989,-0.41172317,-0.4361578,0.4605924,Upstairs
28973219960316,-0.42149702,-0.32986724,0.22602014,Upstairs
28973239584915,-0.3359759,-0.05497787,0.16615535,Upstairs
28973261315420,0.02687807,0.1881465,0.16615535,Upstairs
